id_produto|ds_produto|id_subcategoria
3475198|Produto - 0003475198|753
3483515|Produto - 0003483515|1162
3519869|Produto - 0003519869|1155
3520050|Produto - 0003520050|1582
3552197|Produto - 0003552197|2887
3575380|Produto - 0003575380|1315
3576050|Produto - 0003576050|1633
3576351|Produto - 0003576351|1361
3589239|Produto - 0003589239|1582
3594803|Produto - 0003594803|1162
3599920|Produto - 0003599920|562
3603675|Produto - 0003603675|1004
3610955|Produto - 0003610955|2887
3618548|Produto - 0003618548|1315
3629189|Produto - 0003629189|1633
3633978|Produto - 0003633978|1982
3634824|Produto - 0003634824|1106
3640859|Produto - 0003640859|1106
3659237|Produto - 0003659237|2887
3661159|Produto - 0003661159|1367
3667644|Produto - 0003667644|1582
3670240|Produto - 0003670240|753
3673523|Produto - 0003673523|753
3673924|Produto - 0003673924|560
3676171|Produto - 0003676171|571
3684528|Produto - 0003684528|1289
3689908|Produto - 0003689908|619
3691294|Produto - 0003691294|2200
3718746|Produto - 0003718746|3129
3719723|Produto - 0003719723|1106
3741067|Produto - 0003741067|1315
3743257|Produto - 0003743257|681
3749838|Produto - 0003749838|1212
3757821|Produto - 0003757821|1212
3777812|Produto - 0003777812|885
3780776|Produto - 0003780776|1880
3795440|Produto - 0003795440|3206
3795526|Produto - 0003795526|3531
3827237|Produto - 0003827237|1582
3828351|Produto - 0003828351|753
3851573|Produto - 0003851573|1315
3872561|Produto - 0003872561|1657
3875937|Produto - 0003875937|2887
3910671|Produto - 0003910671|1232
3911225|Produto - 0003911225|562
3916779|Produto - 0003916779|562
3927713|Produto - 0003927713|3129
3942043|Produto - 0003942043|1633
3943394|Produto - 0003943394|1315
3977624|Produto - 0003977624|1106
3982652|Produto - 0003982652|3531
3990270|Produto - 0003990270|753
4000840|Produto - 0004000840|1106
4019339|Produto - 0004019339|885
4031229|Produto - 0004031229|651
4047731|Produto - 0004047731|505
4073125|Produto - 0004073125|2887
4089786|Produto - 0004089786|961
4094434|Produto - 0004094434|1664
4112827|Produto - 0004112827|1162
4129783|Produto - 0004129783|1582
4143354|Produto - 0004143354|1582
4143475|Produto - 0004143475|587
4154219|Produto - 0004154219|1582
4155120|Produto - 0004155120|1582
4180642|Produto - 0004180642|1582
4249416|Produto - 0004249416|1162
4250623|Produto - 0004250623|1582
4250626|Produto - 0004250626|1582
4266575|Produto - 0004266575|1106
4273448|Produto - 0004273448|1106
4300654|Produto - 0004300654|1582
4307322|Produto - 0004307322|1657
4319630|Produto - 0004319630|1212
4326997|Produto - 0004326997|1182
4331831|Produto - 0004331831|1664
4331909|Produto - 0004331909|681
4336585|Produto - 0004336585|1299
4337012|Produto - 0004337012|1603
4356017|Produto - 0004356017|2982
4357023|Produto - 0004357023|1582
4363033|Produto - 0004363033|3129
4369813|Produto - 0004369813|1315
4374171|Produto - 0004374171|2887
4390841|Produto - 0004390841|1106
4392120|Produto - 0004392120|3129
4401429|Produto - 0004401429|1319
4417758|Produto - 0004417758|1048
4418218|Produto - 0004418218|95
4439006|Produto - 0004439006|1582
4447751|Produto - 0004447751|2525
4456364|Produto - 0004456364|1582
4466328|Produto - 0004466328|1582
4468513|Produto - 0004468513|1106
4500721|Produto - 0004500721|1582
4506455|Produto - 0004506455|1162
4519414|Produto - 0004519414|3531
4540442|Produto - 0004540442|505
4565681|Produto - 0004565681|1582
4571550|Produto - 0004571550|1582
4581951|Produto - 0004581951|1582
4613600|Produto - 0004613600|1106
4623807|Produto - 0004623807|2887
4626658|Produto - 0004626658|1241
4626829|Produto - 0004626829|1106
4639260|Produto - 0004639260|1582
4643520|Produto - 0004643520|1106
4660447|Produto - 0004660447|753
4671263|Produto - 0004671263|1085
4675096|Produto - 0004675096|1664
4694517|Produto - 0004694517|1319
4704050|Produto - 0004704050|2200
4711765|Produto - 0004711765|1582
4712440|Produto - 0004712440|1810
4712648|Produto - 0004712648|753
4720633|Produto - 0004720633|1582
4722764|Produto - 0004722764|1582
4727223|Produto - 0004727223|1582
4737789|Produto - 0004737789|1880
4745684|Produto - 0004745684|912
4755030|Produto - 0004755030|1162
4757448|Produto - 0004757448|1582
4758093|Produto - 0004758093|1333
4769130|Produto - 0004769130|1633
4770170|Produto - 0004770170|1106
4795142|Produto - 0004795142|1664
4834961|Produto - 0004834961|1582
4839678|Produto - 0004839678|1106
4849890|Produto - 0004849890|1582
4850172|Produto - 0004850172|701
4875317|Produto - 0004875317|2184
4904589|Produto - 0004904589|681
4912740|Produto - 0004912740|1582
4919210|Produto - 0004919210|3129
4940051|Produto - 0004940051|1106
4950640|Produto - 0004950640|2887
4968172|Produto - 0004968172|753
4981711|Produto - 0004981711|2973
5008453|Produto - 0005008453|1582
5009562|Produto - 0005009562|1106
5048389|Produto - 0005048389|1106
5049222|Produto - 0005049222|1106
25033|Produto - 0000025033|1235
30897|Produto - 0000030897|1570
30987|Produto - 0000030987|1870
35150|Produto - 0000035150|3096
37143|Produto - 0000037143|736
64180|Produto - 0000064180|3112
68370|Produto - 0000068370|3112
80603|Produto - 0000080603|3214
81821|Produto - 0000081821|2932
112728|Produto - 0000112728|3112
144890|Produto - 0000144890|961
157416|Produto - 0000157416|1420
179024|Produto - 0000179024|3206
274893|Produto - 0000274893|2297
300977|Produto - 0000300977|333
316329|Produto - 0000316329|500
321672|Produto - 0000321672|988
324012|Produto - 0000324012|932
326149|Produto - 0000326149|1420
332757|Produto - 0000332757|3172
340173|Produto - 0000340173|422
346768|Produto - 0000346768|2095
383012|Produto - 0000383012|317
383068|Produto - 0000383068|311
389669|Produto - 0000389669|3112
390374|Produto - 0000390374|185
394610|Produto - 0000394610|317
399115|Produto - 0000399115|3112
399822|Produto - 0000399822|2980
400481|Produto - 0000400481|3206
408837|Produto - 0000408837|311
437983|Produto - 0000437983|1582
441806|Produto - 0000441806|753
443411|Produto - 0000443411|1315
449996|Produto - 0000449996|1106
451165|Produto - 0000451165|1289
456111|Produto - 0000456111|3531
457348|Produto - 0000457348|1582
497877|Produto - 0000497877|1582
506028|Produto - 0000506028|1212
509822|Produto - 0000509822|1040
514479|Produto - 0000514479|1582
517962|Produto - 0000517962|1085
528388|Produto - 0000528388|1582
538075|Produto - 0000538075|1664
542951|Produto - 0000542951|1582
550356|Produto - 0000550356|1162
558598|Produto - 0000558598|1040
567808|Produto - 0000567808|2887
568454|Produto - 0000568454|1582
573687|Produto - 0000573687|1582
614387|Produto - 0000614387|1582
627472|Produto - 0000627472|3531
629588|Produto - 0000629588|2200
630986|Produto - 0000630986|3129
631523|Produto - 0000631523|1106
655399|Produto - 0000655399|185
662392|Produto - 0000662392|1085
677549|Produto - 0000677549|3531
696268|Produto - 0000696268|1633
698068|Produto - 0000698068|681
703129|Produto - 0000703129|1582
732758|Produto - 0000732758|1106
742589|Produto - 0000742589|1582
744004|Produto - 0000744004|3531
770325|Produto - 0000770325|3531
789233|Produto - 0000789233|1106
804561|Produto - 0000804561|1299
809716|Produto - 0000809716|3112
810412|Produto - 0000810412|1633
819226|Produto - 0000819226|333
830093|Produto - 0000830093|1880
838810|Produto - 0000838810|1106
860620|Produto - 0000860620|1582
895461|Produto - 0000895461|1582
896673|Produto - 0000896673|1106
897750|Produto - 0000897750|1582
909072|Produto - 0000909072|3531
918109|Produto - 0000918109|1582
920694|Produto - 0000920694|1162
930037|Produto - 0000930037|1048
946776|Produto - 0000946776|3129
951536|Produto - 0000951536|1582
968744|Produto - 0000968744|1289
984584|Produto - 0000984584|1106
1000297|Produto - 0001000297|1315
1013333|Produto - 0001013333|333
1020922|Produto - 0001020922|1633
1026718|Produto - 0001026718|3531
1036055|Produto - 0001036055|1582
1040068|Produto - 0001040068|1582
1042505|Produto - 0001042505|1106
1044852|Produto - 0001044852|1212
1045558|Produto - 0001045558|1582
1072795|Produto - 0001072795|1582
1073814|Produto - 0001073814|1582
1076934|Produto - 0001076934|1040
1090617|Produto - 0001090617|1664
1135662|Produto - 0001135662|1582
1136635|Produto - 0001136635|2973
1155385|Produto - 0001155385|1674
1174573|Produto - 0001174573|1212
1175447|Produto - 0001175447|1582
1178998|Produto - 0001178998|1162
1197531|Produto - 0001197531|1582
1229611|Produto - 0001229611|505
1255495|Produto - 0001255495|1040
1259260|Produto - 0001259260|1582
1262967|Produto - 0001262967|630
1271446|Produto - 0001271446|651
1274198|Produto - 0001274198|3531
1282708|Produto - 0001282708|1633
1303870|Produto - 0001303870|3214
1309673|Produto - 0001309673|1633
1330120|Produto - 0001330120|3129
1339720|Produto - 0001339720|1582
1368251|Produto - 0001368251|145
1375621|Produto - 0001375621|1582
1392173|Produto - 0001392173|2887
1397514|Produto - 0001397514|1367
1405007|Produto - 0001405007|3172
1408794|Produto - 0001408794|1162
1415464|Produto - 0001415464|155
1442196|Produto - 0001442196|681
1447104|Produto - 0001447104|2887
1468112|Produto - 0001468112|3112
1519612|Produto - 0001519612|753
1525281|Produto - 0001525281|3172
1536286|Produto - 0001536286|1289
1546905|Produto - 0001546905|1633
1569366|Produto - 0001569366|1106
1578956|Produto - 0001578956|681
1585842|Produto - 0001585842|1106
1592731|Produto - 0001592731|2308
1592812|Produto - 0001592812|1582
1612997|Produto - 0001612997|3531
1615495|Produto - 0001615495|1182
1624274|Produto - 0001624274|2842
1625570|Produto - 0001625570|3531
1635159|Produto - 0001635159|1582
1639554|Produto - 0001639554|169
1647169|Produto - 0001647169|2878
1648421|Produto - 0001648421|1085
1660809|Produto - 0001660809|1162
1661288|Produto - 0001661288|3129
1668875|Produto - 0001668875|1106
1671068|Produto - 0001671068|1603
1671271|Produto - 0001671271|1582
1678445|Produto - 0001678445|1582
1697425|Produto - 0001697425|2450
1698127|Produto - 0001698127|3531
1702896|Produto - 0001702896|1106
1711860|Produto - 0001711860|505
1714139|Produto - 0001714139|1582
1719330|Produto - 0001719330|922
1734784|Produto - 0001734784|1582
1737759|Produto - 0001737759|3531
1746374|Produto - 0001746374|1582
1756059|Produto - 0001756059|1162
1757127|Produto - 0001757127|1048
1762427|Produto - 0001762427|1162
1775007|Produto - 0001775007|885
1790648|Produto - 0001790648|1106
1806483|Produto - 0001806483|1582
1810059|Produto - 0001810059|145
1810785|Produto - 0001810785|1880
1822108|Produto - 0001822108|3129
1827434|Produto - 0001827434|1582
1831989|Produto - 0001831989|2887
1841495|Produto - 0001841495|1582
1850482|Produto - 0001850482|1582
1860043|Produto - 0001860043|2200
1860355|Produto - 0001860355|1315
1872044|Produto - 0001872044|1155
1918292|Produto - 0001918292|753
1931164|Produto - 0001931164|2974
1933531|Produto - 0001933531|1210
1958473|Produto - 0001958473|1106
1958542|Produto - 0001958542|3531
1963404|Produto - 0001963404|1582
1980613|Produto - 0001980613|1085
1983515|Produto - 0001983515|1582
1992940|Produto - 0001992940|2887
1998408|Produto - 0001998408|1582
2020676|Produto - 0002020676|1197
2024390|Produto - 0002024390|753
2028199|Produto - 0002028199|1582
2029698|Produto - 0002029698|1162
2040292|Produto - 0002040292|1315
2043420|Produto - 0002043420|1582
2057199|Produto - 0002057199|3531
2075756|Produto - 0002075756|1582
2077378|Produto - 0002077378|3531
2079958|Produto - 0002079958|1162
2099314|Produto - 0002099314|1106
2107011|Produto - 0002107011|1085
2107116|Produto - 0002107116|392
2131624|Produto - 0002131624|2887
2137515|Produto - 0002137515|3531
2154035|Produto - 0002154035|3472
2165279|Produto - 0002165279|99
2169634|Produto - 0002169634|2892
2177019|Produto - 0002177019|2011
2177273|Produto - 0002177273|1040
2190618|Produto - 0002190618|1582
2192967|Produto - 0002192967|1040
2198274|Produto - 0002198274|562
2201480|Produto - 0002201480|438
2213429|Produto - 0002213429|1106
2235990|Produto - 0002235990|2842
2242010|Produto - 0002242010|1085
2251084|Produto - 0002251084|1106
2255123|Produto - 0002255123|3531
2262109|Produto - 0002262109|1106
2262421|Produto - 0002262421|1582
2292690|Produto - 0002292690|169
2293162|Produto - 0002293162|1106
2299242|Produto - 0002299242|1633
2312575|Produto - 0002312575|1106
2316642|Produto - 0002316642|753
2319530|Produto - 0002319530|1633
2337291|Produto - 0002337291|562
2361917|Produto - 0002361917|1582
2372902|Produto - 0002372902|1880
2387540|Produto - 0002387540|1582
2395646|Produto - 0002395646|1040
2423357|Produto - 0002423357|1582
2424199|Produto - 0002424199|3531
2434720|Produto - 0002434720|619
2437173|Produto - 0002437173|1633
2438187|Produto - 0002438187|1048
2446115|Produto - 0002446115|1162
2456835|Produto - 0002456835|2450
2470461|Produto - 0002470461|694
2479125|Produto - 0002479125|3129
2479750|Produto - 0002479750|1633
2516973|Produto - 0002516973|3531
2532060|Produto - 0002532060|1485
2534749|Produto - 0002534749|753
2535594|Produto - 0002535594|260
2543339|Produto - 0002543339|3129
2548071|Produto - 0002548071|619
2551926|Produto - 0002551926|2450
2558684|Produto - 0002558684|3531
2561867|Produto - 0002561867|753
2565659|Produto - 0002565659|1582
2569401|Produto - 0002569401|1106
2571096|Produto - 0002571096|2947
2578333|Produto - 0002578333|562
2587990|Produto - 0002587990|3531
2588770|Produto - 0002588770|1582
2594822|Produto - 0002594822|1162
2611503|Produto - 0002611503|1582
2614178|Produto - 0002614178|333
2616367|Produto - 0002616367|2485
2629912|Produto - 0002629912|562
2637695|Produto - 0002637695|1182
2647064|Produto - 0002647064|3531
2671577|Produto - 0002671577|1106
2676650|Produto - 0002676650|3531
2701997|Produto - 0002701997|1040
2704968|Produto - 0002704968|1582
2709771|Produto - 0002709771|694
2712704|Produto - 0002712704|1212
2721641|Produto - 0002721641|1415
2730533|Produto - 0002730533|1582
2735053|Produto - 0002735053|1289
2743086|Produto - 0002743086|505
2751363|Produto - 0002751363|1582
2757214|Produto - 0002757214|1582
2757733|Produto - 0002757733|1582
2757924|Produto - 0002757924|1212
2790077|Produto - 0002790077|1582
2824912|Produto - 0002824912|3531
2830721|Produto - 0002830721|298
2835576|Produto - 0002835576|2877
2848636|Produto - 0002848636|753
2850846|Produto - 0002850846|1582
2871124|Produto - 0002871124|1582
2885118|Produto - 0002885118|185
2895909|Produto - 0002895909|1315
2927044|Produto - 0002927044|505
2936926|Produto - 0002936926|3531
2939890|Produto - 0002939890|1315
2947868|Produto - 0002947868|1582
2966501|Produto - 0002966501|2200
2974048|Produto - 0002974048|1106
2993132|Produto - 0002993132|1315
3012375|Produto - 0003012375|3531
3032075|Produto - 0003032075|1212
3036303|Produto - 0003036303|560
3040979|Produto - 0003040979|885
3060927|Produto - 0003060927|1106
3063710|Produto - 0003063710|3129
3098435|Produto - 0003098435|2200
3111679|Produto - 0003111679|505
3114799|Produto - 0003114799|2892
3124889|Produto - 0003124889|1633
3128134|Produto - 0003128134|1582
3134806|Produto - 0003134806|1582
3135187|Produto - 0003135187|1582
3135590|Produto - 0003135590|2161
3143763|Produto - 0003143763|1582
3152592|Produto - 0003152592|1162
3154605|Produto - 0003154605|562
3154912|Produto - 0003154912|1582
3160978|Produto - 0003160978|1880
3161707|Produto - 0003161707|3383
3167503|Produto - 0003167503|753
3188876|Produto - 0003188876|1582
3195153|Produto - 0003195153|1106
3198254|Produto - 0003198254|681
3205160|Produto - 0003205160|1582
3206240|Produto - 0003206240|960
3216020|Produto - 0003216020|1106
3224047|Produto - 0003224047|2450
3225097|Produto - 0003225097|155
3244330|Produto - 0003244330|1315
3263871|Produto - 0003263871|2887
3271448|Produto - 0003271448|505
3287106|Produto - 0003287106|1582
3299680|Produto - 0003299680|562
3310879|Produto - 0003310879|2892
3314132|Produto - 0003314132|1582
3315089|Produto - 0003315089|2863
3319980|Produto - 0003319980|3112
3371678|Produto - 0003371678|2467
3372326|Produto - 0003372326|1315
3385914|Produto - 0003385914|3531
3392230|Produto - 0003392230|1085
3431388|Produto - 0003431388|562
3434330|Produto - 0003434330|1289
3472571|Produto - 0003472571|2887
3479849|Produto - 0003479849|1633
3502802|Produto - 0003502802|1048
3527359|Produto - 0003527359|1664
3544606|Produto - 0003544606|1106
3550328|Produto - 0003550328|1106
3555874|Produto - 0003555874|1315
3557419|Produto - 0003557419|1582
3557951|Produto - 0003557951|1376
3564182|Produto - 0003564182|2892
3567364|Produto - 0003567364|1633
3591936|Produto - 0003591936|753
3593767|Produto - 0003593767|1106
3598687|Produto - 0003598687|1162
3611909|Produto - 0003611909|1085
3621041|Produto - 0003621041|1507
3626597|Produto - 0003626597|912
3646192|Produto - 0003646192|1315
3650806|Produto - 0003650806|1162
3665378|Produto - 0003665378|1582
3701748|Produto - 0003701748|1106
3701873|Produto - 0003701873|1633
3718065|Produto - 0003718065|1048
3720105|Produto - 0003720105|1582
3726016|Produto - 0003726016|1106
3733364|Produto - 0003733364|1315
3743665|Produto - 0003743665|3531
3746465|Produto - 0003746465|1106
3752199|Produto - 0003752199|1106
3757552|Produto - 0003757552|1582
3764545|Produto - 0003764545|2887
3772639|Produto - 0003772639|1289
3781143|Produto - 0003781143|1106
3795285|Produto - 0003795285|2887
3799846|Produto - 0003799846|189
3801890|Produto - 0003801890|1085
3804630|Produto - 0003804630|1582
3804792|Produto - 0003804792|2200
3807931|Produto - 0003807931|1162
3810668|Produto - 0003810668|1162
3822369|Produto - 0003822369|885
3825450|Produto - 0003825450|1040
3837849|Produto - 0003837849|1162
3839476|Produto - 0003839476|1880
3849999|Produto - 0003849999|753
3850240|Produto - 0003850240|1040
3881816|Produto - 0003881816|3531
3894905|Produto - 0003894905|3235
3919271|Produto - 0003919271|1162
3924125|Produto - 0003924125|1162
3926467|Produto - 0003926467|1582
3926801|Produto - 0003926801|1182
3932884|Produto - 0003932884|1162
3950424|Produto - 0003950424|562
3952413|Produto - 0003952413|1182
3957032|Produto - 0003957032|1106
3987605|Produto - 0003987605|1289
3989198|Produto - 0003989198|3531
3993967|Produto - 0003993967|1162
4000774|Produto - 0004000774|681
4042756|Produto - 0004042756|1582
4059353|Produto - 0004059353|1315
4061082|Produto - 0004061082|1162
4063255|Produto - 0004063255|3129
4063612|Produto - 0004063612|1657
4077127|Produto - 0004077127|1048
4088408|Produto - 0004088408|1162
4129975|Produto - 0004129975|1582
4139702|Produto - 0004139702|1162
4159958|Produto - 0004159958|3129
4184972|Produto - 0004184972|1106
4218193|Produto - 0004218193|1582
4225861|Produto - 0004225861|1584
4236093|Produto - 0004236093|1162
4239672|Produto - 0004239672|3531
4240668|Produto - 0004240668|885
4272882|Produto - 0004272882|2200
4312566|Produto - 0004312566|2315
4322041|Produto - 0004322041|1106
4322813|Produto - 0004322813|1582
4345776|Produto - 0004345776|753
4347415|Produto - 0004347415|1315
4355580|Produto - 0004355580|1106
4357896|Produto - 0004357896|1650
4362758|Produto - 0004362758|2200
4375822|Produto - 0004375822|1582
4376359|Produto - 0004376359|1085
4383945|Produto - 0004383945|529
4413991|Produto - 0004413991|1106
4414442|Produto - 0004414442|961
4419978|Produto - 0004419978|2853
4435181|Produto - 0004435181|62
4440558|Produto - 0004440558|1162
4443633|Produto - 0004443633|3531
4457120|Produto - 0004457120|505
4470243|Produto - 0004470243|1040
4475526|Produto - 0004475526|1106
4479136|Produto - 0004479136|3332
4502119|Produto - 0004502119|1048
4504303|Produto - 0004504303|3129
4510255|Produto - 0004510255|1497
4510395|Produto - 0004510395|1315
4516439|Produto - 0004516439|1315
4524219|Produto - 0004524219|169
4533644|Produto - 0004533644|1664
4536878|Produto - 0004536878|753
4541716|Produto - 0004541716|753
4552125|Produto - 0004552125|1315
4583071|Produto - 0004583071|3129
4600176|Produto - 0004600176|1106
4602053|Produto - 0004602053|2892
4617507|Produto - 0004617507|1048
4617816|Produto - 0004617816|1162
4621404|Produto - 0004621404|1162
4631573|Produto - 0004631573|1162
4639599|Produto - 0004639599|1582
4642736|Produto - 0004642736|1676
4646057|Produto - 0004646057|1106
4647265|Produto - 0004647265|1880
4685257|Produto - 0004685257|1106
4710017|Produto - 0004710017|1106
4746012|Produto - 0004746012|1582
4746792|Produto - 0004746792|60
4762247|Produto - 0004762247|1319
4762660|Produto - 0004762660|1582
4766187|Produto - 0004766187|3531
4769040|Produto - 0004769040|1582
4773650|Produto - 0004773650|1049
4792705|Produto - 0004792705|1582
4812725|Produto - 0004812725|3112
4817749|Produto - 0004817749|145
4818732|Produto - 0004818732|3531
4832856|Produto - 0004832856|562
4857695|Produto - 0004857695|1582
4858554|Produto - 0004858554|941
4864613|Produto - 0004864613|1367
4895904|Produto - 0004895904|1582
4901662|Produto - 0004901662|1664
4941227|Produto - 0004941227|499
4959434|Produto - 0004959434|1582
4988168|Produto - 0004988168|885
5012462|Produto - 0005012462|1162
5032180|Produto - 0005032180|2876
5039163|Produto - 0005039163|1162
5049223|Produto - 0005049223|641
2412|Produto - 0000002412|82
17138|Produto - 0000017138|505
33205|Produto - 0000033205|736
50536|Produto - 0000050536|961
165282|Produto - 0000165282|145
179645|Produto - 0000179645|333
187930|Produto - 0000187930|151
228061|Produto - 0000228061|3112
228460|Produto - 0000228460|333
263659|Produto - 0000263659|961
268985|Produto - 0000268985|3462
282615|Produto - 0000282615|1420
303711|Produto - 0000303711|988
321679|Produto - 0000321679|1628
382675|Produto - 0000382675|317
386960|Produto - 0000386960|3206
388924|Produto - 0000388924|3172
388998|Produto - 0000388998|2372
393974|Produto - 0000393974|3112
398534|Produto - 0000398534|2369
400289|Produto - 0000400289|311
401563|Produto - 0000401563|311
401647|Produto - 0000401647|311
403197|Produto - 0000403197|3112
406725|Produto - 0000406725|2286
412212|Produto - 0000412212|311
428419|Produto - 0000428419|2184
432057|Produto - 0000432057|753
444279|Produto - 0000444279|1162
456262|Produto - 0000456262|2217
471043|Produto - 0000471043|333
475259|Produto - 0000475259|3129
477686|Produto - 0000477686|1048
479212|Produto - 0000479212|2357
511191|Produto - 0000511191|3112
529637|Produto - 0000529637|1582
530841|Produto - 0000530841|3129
538472|Produto - 0000538472|3531
552369|Produto - 0000552369|562
553389|Produto - 0000553389|1582
561992|Produto - 0000561992|1361
562603|Produto - 0000562603|1582
564858|Produto - 0000564858|2140
566567|Produto - 0000566567|1040
566826|Produto - 0000566826|1582
577765|Produto - 0000577765|1155
578009|Produto - 0000578009|885
601463|Produto - 0000601463|155
609513|Produto - 0000609513|681
614025|Produto - 0000614025|2887
617422|Produto - 0000617422|3531
628143|Produto - 0000628143|1633
635925|Produto - 0000635925|753
655408|Produto - 0000655408|1582
667343|Produto - 0000667343|1162
684171|Produto - 0000684171|1106
685590|Produto - 0000685590|1633
688092|Produto - 0000688092|505
692372|Produto - 0000692372|1633
707705|Produto - 0000707705|941
715238|Produto - 0000715238|3531
723331|Produto - 0000723331|1162
723710|Produto - 0000723710|1582
754631|Produto - 0000754631|1315
762100|Produto - 0000762100|1315
762474|Produto - 0000762474|1162
783415|Produto - 0000783415|1315
783643|Produto - 0000783643|1106
788353|Produto - 0000788353|1880
791387|Produto - 0000791387|1182
791642|Produto - 0000791642|1507
803778|Produto - 0000803778|1040
818732|Produto - 0000818732|3383
850530|Produto - 0000850530|922
870693|Produto - 0000870693|1367
882806|Produto - 0000882806|1162
898613|Produto - 0000898613|2889
918077|Produto - 0000918077|1415
921266|Produto - 0000921266|2450
926495|Produto - 0000926495|1315
940417|Produto - 0000940417|1162
947251|Produto - 0000947251|1106
964788|Produto - 0000964788|1004
965579|Produto - 0000965579|1162
966158|Produto - 0000966158|2647
974951|Produto - 0000974951|1315
978543|Produto - 0000978543|1162
981370|Produto - 0000981370|1582
1004350|Produto - 0001004350|753
1006275|Produto - 0001006275|1756
1016729|Produto - 0001016729|1315
1019757|Produto - 0001019757|1880
1030293|Produto - 0001030293|1582
1034866|Produto - 0001034866|99
1039465|Produto - 0001039465|1315
1057991|Produto - 0001057991|1582
1060193|Produto - 0001060193|1319
1066777|Produto - 0001066777|1319
1067836|Produto - 0001067836|1582
1072645|Produto - 0001072645|169
1120967|Produto - 0001120967|1582
1138317|Produto - 0001138317|1536
1155956|Produto - 0001155956|3129
1160022|Produto - 0001160022|1162
1181470|Produto - 0001181470|2887
1196174|Produto - 0001196174|1162
1216117|Produto - 0001216117|1582
1221505|Produto - 0001221505|1582
1222331|Produto - 0001222331|1582
1223323|Produto - 0001223323|1582
1225645|Produto - 0001225645|1582
1236123|Produto - 0001236123|1106
1236996|Produto - 0001236996|1664
1251803|Produto - 0001251803|1582
1253936|Produto - 0001253936|1582
1262402|Produto - 0001262402|1582
1275185|Produto - 0001275185|1106
1292422|Produto - 0001292422|1040
1295215|Produto - 0001295215|1507
1302162|Produto - 0001302162|1664
1308328|Produto - 0001308328|1582
1327278|Produto - 0001327278|3531
1327589|Produto - 0001327589|1582
1348137|Produto - 0001348137|961
1353482|Produto - 0001353482|3531
1361821|Produto - 0001361821|1315
1363994|Produto - 0001363994|2892
1364115|Produto - 0001364115|1162
1373495|Produto - 0001373495|641
1376414|Produto - 0001376414|1633
1379136|Produto - 0001379136|3129
1384137|Produto - 0001384137|1582
1391731|Produto - 0001391731|1582
1394933|Produto - 0001394933|3531
1399761|Produto - 0001399761|1289
1400382|Produto - 0001400382|1428
1406184|Produto - 0001406184|3129
1408189|Produto - 0001408189|1582
1424646|Produto - 0001424646|1582
1460927|Produto - 0001460927|2887
1462723|Produto - 0001462723|1582
1488307|Produto - 0001488307|3531
1498487|Produto - 0001498487|1582
1509185|Produto - 0001509185|1182
1529948|Produto - 0001529948|1085
1548049|Produto - 0001548049|1289
1549319|Produto - 0001549319|3531
1558889|Produto - 0001558889|1582
1560308|Produto - 0001560308|1040
1560496|Produto - 0001560496|1162
1564085|Produto - 0001564085|1582
1628165|Produto - 0001628165|2892
1629648|Produto - 0001629648|1210
1637841|Produto - 0001637841|1582
1640977|Produto - 0001640977|3531
1653168|Produto - 0001653168|1289
1655570|Produto - 0001655570|3531
1672457|Produto - 0001672457|1582
1695044|Produto - 0001695044|1582
1705151|Produto - 0001705151|2887
1712825|Produto - 0001712825|1315
1714262|Produto - 0001714262|3364
1749805|Produto - 0001749805|1361
1775278|Produto - 0001775278|1633
1780968|Produto - 0001780968|1315
1796660|Produto - 0001796660|3214
1809181|Produto - 0001809181|1106
1811222|Produto - 0001811222|1040
1829238|Produto - 0001829238|3531
1838608|Produto - 0001838608|3531
1843447|Produto - 0001843447|3531
1843980|Produto - 0001843980|1582
1863741|Produto - 0001863741|1582
1868136|Produto - 0001868136|3129
1904738|Produto - 0001904738|1162
1904855|Produto - 0001904855|1315
1909259|Produto - 0001909259|2887
1920364|Produto - 0001920364|3531
1928278|Produto - 0001928278|2887
1959801|Produto - 0001959801|1319
1965804|Produto - 0001965804|2889
1968335|Produto - 0001968335|1315
1978641|Produto - 0001978641|1633
1982397|Produto - 0001982397|1582
1993777|Produto - 0001993777|1212
2000371|Produto - 0002000371|1633
2013308|Produto - 0002013308|1162
2020669|Produto - 0002020669|1106
2027345|Produto - 0002027345|2892
2029233|Produto - 0002029233|1289
2042169|Produto - 0002042169|1162
2050826|Produto - 0002050826|1582
2050979|Produto - 0002050979|3531
2053700|Produto - 0002053700|1319
2078462|Produto - 0002078462|1582
2109837|Produto - 0002109837|2887
2124350|Produto - 0002124350|1657
2128733|Produto - 0002128733|1049
2151512|Produto - 0002151512|1633
2153939|Produto - 0002153939|1633
2164427|Produto - 0002164427|3531
2182718|Produto - 0002182718|2887
2204720|Produto - 0002204720|1315
2208609|Produto - 0002208609|3129
2209238|Produto - 0002209238|3531
2229741|Produto - 0002229741|2166
2237335|Produto - 0002237335|2286
2244813|Produto - 0002244813|1315
2276528|Produto - 0002276528|2200
2278314|Produto - 0002278314|1106
2278738|Produto - 0002278738|1162
2283148|Produto - 0002283148|681
2342313|Produto - 0002342313|3531
2351250|Produto - 0002351250|3531
2367171|Produto - 0002367171|1582
2394421|Produto - 0002394421|1582
2407918|Produto - 0002407918|3531
2412622|Produto - 0002412622|1040
2414378|Produto - 0002414378|885
2424554|Produto - 0002424554|1048
2437654|Produto - 0002437654|1582
2456244|Produto - 0002456244|1048
