id_subcategoria|ds_subcategoria|id_categoria
2036|Sub-categoria - 02036|21
2047|Sub-categoria - 02047|21
2048|Sub-categoria - 02048|21
2051|Sub-categoria - 02051|21
2054|Sub-categoria - 02054|21
2055|Sub-categoria - 02055|21
2057|Sub-categoria - 02057|21
2060|Sub-categoria - 02060|21
2061|Sub-categoria - 02061|21
2069|Sub-categoria - 02069|21
2073|Sub-categoria - 02073|21
2075|Sub-categoria - 02075|21
2078|Sub-categoria - 02078|21
2081|Sub-categoria - 02081|21
2082|Sub-categoria - 02082|21
2083|Sub-categoria - 02083|21
2084|Sub-categoria - 02084|21
2087|Sub-categoria - 02087|21
2089|Sub-categoria - 02089|21
2091|Sub-categoria - 02091|21
2118|Sub-categoria - 02118|21
2121|Sub-categoria - 02121|21
2126|Sub-categoria - 02126|21
2130|Sub-categoria - 02130|21
2134|Sub-categoria - 02134|21
2138|Sub-categoria - 02138|21
2140|Sub-categoria - 02140|21
2160|Sub-categoria - 02160|21
2169|Sub-categoria - 02169|21
2170|Sub-categoria - 02170|21
2173|Sub-categoria - 02173|21
2174|Sub-categoria - 02174|21
2175|Sub-categoria - 02175|21
2179|Sub-categoria - 02179|21
2189|Sub-categoria - 02189|21
2195|Sub-categoria - 02195|21
2196|Sub-categoria - 02196|21
2198|Sub-categoria - 02198|21
2204|Sub-categoria - 02204|21
2896|Sub-categoria - 02896|21
3027|Sub-categoria - 03027|21
3048|Sub-categoria - 03048|21
3123|Sub-categoria - 03123|21
3197|Sub-categoria - 03197|21
3218|Sub-categoria - 03218|21
3274|Sub-categoria - 03274|21
3281|Sub-categoria - 03281|21
3455|Sub-categoria - 03455|21
3464|Sub-categoria - 03464|21
3466|Sub-categoria - 03466|21
3468|Sub-categoria - 03468|21
3483|Sub-categoria - 03483|21
3506|Sub-categoria - 03506|21
3512|Sub-categoria - 03512|21
3539|Sub-categoria - 03539|21
56|Sub-categoria - 00056|22
75|Sub-categoria - 00075|22
76|Sub-categoria - 00076|22
78|Sub-categoria - 00078|22
97|Sub-categoria - 00097|22
164|Sub-categoria - 00164|22
427|Sub-categoria - 00427|22
698|Sub-categoria - 00698|22
893|Sub-categoria - 00893|22
1050|Sub-categoria - 01050|22
1126|Sub-categoria - 01126|22
1395|Sub-categoria - 01395|22
1429|Sub-categoria - 01429|22
1430|Sub-categoria - 01430|22
1446|Sub-categoria - 01446|22
1447|Sub-categoria - 01447|22
1448|Sub-categoria - 01448|22
1449|Sub-categoria - 01449|22
1451|Sub-categoria - 01451|22
1453|Sub-categoria - 01453|22
1523|Sub-categoria - 01523|22
1534|Sub-categoria - 01534|22
1629|Sub-categoria - 01629|22
1764|Sub-categoria - 01764|22
2018|Sub-categoria - 02018|22
2065|Sub-categoria - 02065|22
2112|Sub-categoria - 02112|22
2208|Sub-categoria - 02208|22
2214|Sub-categoria - 02214|22
2216|Sub-categoria - 02216|22
2218|Sub-categoria - 02218|22
2221|Sub-categoria - 02221|22
2222|Sub-categoria - 02222|22
2227|Sub-categoria - 02227|22
2229|Sub-categoria - 02229|22
2230|Sub-categoria - 02230|22
2231|Sub-categoria - 02231|22
2232|Sub-categoria - 02232|22
2236|Sub-categoria - 02236|22
2237|Sub-categoria - 02237|22
2238|Sub-categoria - 02238|22
2245|Sub-categoria - 02245|22
2254|Sub-categoria - 02254|22
2257|Sub-categoria - 02257|22
2258|Sub-categoria - 02258|22
2259|Sub-categoria - 02259|22
2269|Sub-categoria - 02269|22
2271|Sub-categoria - 02271|22
2279|Sub-categoria - 02279|22
2303|Sub-categoria - 02303|22
2416|Sub-categoria - 02416|22
2418|Sub-categoria - 02418|22
2419|Sub-categoria - 02419|22
2422|Sub-categoria - 02422|22
2427|Sub-categoria - 02427|22
2431|Sub-categoria - 02431|22
2432|Sub-categoria - 02432|22
2442|Sub-categoria - 02442|22
2448|Sub-categoria - 02448|22
2457|Sub-categoria - 02457|22
2458|Sub-categoria - 02458|22
2649|Sub-categoria - 02649|22
3075|Sub-categoria - 03075|22
3124|Sub-categoria - 03124|22
3312|Sub-categoria - 03312|22
3607|Sub-categoria - 03607|22
1332|Sub-categoria - 01332|23
2152|Sub-categoria - 02152|23
2240|Sub-categoria - 02240|23
2308|Sub-categoria - 02308|23
2330|Sub-categoria - 02330|23
2331|Sub-categoria - 02331|23
2332|Sub-categoria - 02332|23
2333|Sub-categoria - 02333|23
2335|Sub-categoria - 02335|23
2336|Sub-categoria - 02336|23
2337|Sub-categoria - 02337|23
2338|Sub-categoria - 02338|23
2339|Sub-categoria - 02339|23
2340|Sub-categoria - 02340|23
2341|Sub-categoria - 02341|23
2342|Sub-categoria - 02342|23
2343|Sub-categoria - 02343|23
2344|Sub-categoria - 02344|23
2345|Sub-categoria - 02345|23
2346|Sub-categoria - 02346|23
2347|Sub-categoria - 02347|23
2348|Sub-categoria - 02348|23
2349|Sub-categoria - 02349|23
2390|Sub-categoria - 02390|23
2868|Sub-categoria - 02868|23
2885|Sub-categoria - 02885|23
2888|Sub-categoria - 02888|23
3066|Sub-categoria - 03066|23
3083|Sub-categoria - 03083|23
3125|Sub-categoria - 03125|23
3187|Sub-categoria - 03187|23
3267|Sub-categoria - 03267|23
3396|Sub-categoria - 03396|23
3421|Sub-categoria - 03421|23
3500|Sub-categoria - 03500|23
3504|Sub-categoria - 03504|23
11|Sub-categoria - 00011|24
67|Sub-categoria - 00067|24
156|Sub-categoria - 00156|24
159|Sub-categoria - 00159|24
165|Sub-categoria - 00165|24
267|Sub-categoria - 00267|24
270|Sub-categoria - 00270|24
315|Sub-categoria - 00315|24
331|Sub-categoria - 00331|24
397|Sub-categoria - 00397|24
408|Sub-categoria - 00408|24
489|Sub-categoria - 00489|24
506|Sub-categoria - 00506|24
521|Sub-categoria - 00521|24
895|Sub-categoria - 00895|24
987|Sub-categoria - 00987|24
1288|Sub-categoria - 01288|24
1404|Sub-categoria - 01404|24
1406|Sub-categoria - 01406|24
1423|Sub-categoria - 01423|24
1473|Sub-categoria - 01473|24
1553|Sub-categoria - 01553|24
1573|Sub-categoria - 01573|24
1743|Sub-categoria - 01743|24
1745|Sub-categoria - 01745|24
1819|Sub-categoria - 01819|24
1935|Sub-categoria - 01935|24
2136|Sub-categoria - 02136|24
2153|Sub-categoria - 02153|24
2298|Sub-categoria - 02298|24
2306|Sub-categoria - 02306|24
2334|Sub-categoria - 02334|24
2352|Sub-categoria - 02352|24
2353|Sub-categoria - 02353|24
2354|Sub-categoria - 02354|24
2355|Sub-categoria - 02355|24
2356|Sub-categoria - 02356|24
2357|Sub-categoria - 02357|24
2358|Sub-categoria - 02358|24
2359|Sub-categoria - 02359|24
2360|Sub-categoria - 02360|24
2361|Sub-categoria - 02361|24
2362|Sub-categoria - 02362|24
2363|Sub-categoria - 02363|24
2364|Sub-categoria - 02364|24
2374|Sub-categoria - 02374|24
2375|Sub-categoria - 02375|24
2376|Sub-categoria - 02376|24
2377|Sub-categoria - 02377|24
2378|Sub-categoria - 02378|24
2379|Sub-categoria - 02379|24
2381|Sub-categoria - 02381|24
2384|Sub-categoria - 02384|24
2385|Sub-categoria - 02385|24
2386|Sub-categoria - 02386|24
2410|Sub-categoria - 02410|24
3126|Sub-categoria - 03126|24
3493|Sub-categoria - 03493|24
7|Sub-categoria - 00007|25
77|Sub-categoria - 00077|25
108|Sub-categoria - 00108|25
114|Sub-categoria - 00114|25
139|Sub-categoria - 00139|25
290|Sub-categoria - 00290|25
332|Sub-categoria - 00332|25
333|Sub-categoria - 00333|25
346|Sub-categoria - 00346|25
365|Sub-categoria - 00365|25
379|Sub-categoria - 00379|25
410|Sub-categoria - 00410|25
413|Sub-categoria - 00413|25
505|Sub-categoria - 00505|25
792|Sub-categoria - 00792|25
993|Sub-categoria - 00993|25
1008|Sub-categoria - 01008|25
1244|Sub-categoria - 01244|25
1335|Sub-categoria - 01335|25
1383|Sub-categoria - 01383|25
1452|Sub-categoria - 01452|25
1494|Sub-categoria - 01494|25
1515|Sub-categoria - 01515|25
1516|Sub-categoria - 01516|25
1528|Sub-categoria - 01528|25
1550|Sub-categoria - 01550|25
1617|Sub-categoria - 01617|25
1620|Sub-categoria - 01620|25
1746|Sub-categoria - 01746|25
1753|Sub-categoria - 01753|25
1769|Sub-categoria - 01769|25
1770|Sub-categoria - 01770|25
1844|Sub-categoria - 01844|25
1915|Sub-categoria - 01915|25
1955|Sub-categoria - 01955|25
2099|Sub-categoria - 02099|25
2104|Sub-categoria - 02104|25
2172|Sub-categoria - 02172|25
2176|Sub-categoria - 02176|25
2202|Sub-categoria - 02202|25
2239|Sub-categoria - 02239|25
2241|Sub-categoria - 02241|25
2309|Sub-categoria - 02309|25
2329|Sub-categoria - 02329|25
2382|Sub-categoria - 02382|25
2383|Sub-categoria - 02383|25
2387|Sub-categoria - 02387|25
2389|Sub-categoria - 02389|25
2396|Sub-categoria - 02396|25
2406|Sub-categoria - 02406|25
2407|Sub-categoria - 02407|25
2408|Sub-categoria - 02408|25
2480|Sub-categoria - 02480|25
2487|Sub-categoria - 02487|25
2650|Sub-categoria - 02650|25
2689|Sub-categoria - 02689|25
2844|Sub-categoria - 02844|25
2884|Sub-categoria - 02884|25
2933|Sub-categoria - 02933|25
2935|Sub-categoria - 02935|25
2943|Sub-categoria - 02943|25
2968|Sub-categoria - 02968|25
3005|Sub-categoria - 03005|25
3019|Sub-categoria - 03019|25
3067|Sub-categoria - 03067|25
3077|Sub-categoria - 03077|25
3078|Sub-categoria - 03078|25
3079|Sub-categoria - 03079|25
3080|Sub-categoria - 03080|25
3081|Sub-categoria - 03081|25
3127|Sub-categoria - 03127|25
3165|Sub-categoria - 03165|25
3186|Sub-categoria - 03186|25
3193|Sub-categoria - 03193|25
3214|Sub-categoria - 03214|25
3258|Sub-categoria - 03258|25
3379|Sub-categoria - 03379|25
3381|Sub-categoria - 03381|25
3451|Sub-categoria - 03451|25
3456|Sub-categoria - 03456|25
3490|Sub-categoria - 03490|25
3495|Sub-categoria - 03495|25
3502|Sub-categoria - 03502|25
3505|Sub-categoria - 03505|25
3513|Sub-categoria - 03513|25
3514|Sub-categoria - 03514|25
3527|Sub-categoria - 03527|25
3528|Sub-categoria - 03528|25
3532|Sub-categoria - 03532|25
15|Sub-categoria - 00015|26
35|Sub-categoria - 00035|26
120|Sub-categoria - 00120|26
127|Sub-categoria - 00127|26
160|Sub-categoria - 00160|26
211|Sub-categoria - 00211|26
216|Sub-categoria - 00216|26
231|Sub-categoria - 00231|26
233|Sub-categoria - 00233|26
284|Sub-categoria - 00284|26
309|Sub-categoria - 00309|26
425|Sub-categoria - 00425|26
451|Sub-categoria - 00451|26
458|Sub-categoria - 00458|26
461|Sub-categoria - 00461|26
503|Sub-categoria - 00503|26
527|Sub-categoria - 00527|26
534|Sub-categoria - 00534|26
538|Sub-categoria - 00538|26
539|Sub-categoria - 00539|26
543|Sub-categoria - 00543|26
583|Sub-categoria - 00583|26
586|Sub-categoria - 00586|26
589|Sub-categoria - 00589|26
590|Sub-categoria - 00590|26
592|Sub-categoria - 00592|26
595|Sub-categoria - 00595|26
596|Sub-categoria - 00596|26
599|Sub-categoria - 00599|26
602|Sub-categoria - 00602|26
604|Sub-categoria - 00604|26
605|Sub-categoria - 00605|26
609|Sub-categoria - 00609|26
611|Sub-categoria - 00611|26
642|Sub-categoria - 00642|26
647|Sub-categoria - 00647|26
657|Sub-categoria - 00657|26
661|Sub-categoria - 00661|26
662|Sub-categoria - 00662|26
666|Sub-categoria - 00666|26
668|Sub-categoria - 00668|26
670|Sub-categoria - 00670|26
714|Sub-categoria - 00714|26
724|Sub-categoria - 00724|26
793|Sub-categoria - 00793|26
797|Sub-categoria - 00797|26
873|Sub-categoria - 00873|26
1072|Sub-categoria - 01072|26
1082|Sub-categoria - 01082|26
1087|Sub-categoria - 01087|26
1093|Sub-categoria - 01093|26
1098|Sub-categoria - 01098|26
1103|Sub-categoria - 01103|26
1110|Sub-categoria - 01110|26
1121|Sub-categoria - 01121|26
1122|Sub-categoria - 01122|26
1125|Sub-categoria - 01125|26
1130|Sub-categoria - 01130|26
1403|Sub-categoria - 01403|26
1416|Sub-categoria - 01416|26
1541|Sub-categoria - 01541|26
1653|Sub-categoria - 01653|26
1679|Sub-categoria - 01679|26
1681|Sub-categoria - 01681|26
1684|Sub-categoria - 01684|26
1685|Sub-categoria - 01685|26
1686|Sub-categoria - 01686|26
1687|Sub-categoria - 01687|26
1688|Sub-categoria - 01688|26
1689|Sub-categoria - 01689|26
1692|Sub-categoria - 01692|26
1696|Sub-categoria - 01696|26
1697|Sub-categoria - 01697|26
1713|Sub-categoria - 01713|26
1721|Sub-categoria - 01721|26
1723|Sub-categoria - 01723|26
1725|Sub-categoria - 01725|26
1758|Sub-categoria - 01758|26
1765|Sub-categoria - 01765|26
1773|Sub-categoria - 01773|26
1776|Sub-categoria - 01776|26
1781|Sub-categoria - 01781|26
1782|Sub-categoria - 01782|26
1784|Sub-categoria - 01784|26
1786|Sub-categoria - 01786|26
1820|Sub-categoria - 01820|26
1827|Sub-categoria - 01827|26
1835|Sub-categoria - 01835|26
1836|Sub-categoria - 01836|26
1839|Sub-categoria - 01839|26
1912|Sub-categoria - 01912|26
1913|Sub-categoria - 01913|26
1958|Sub-categoria - 01958|26
2043|Sub-categoria - 02043|26
2067|Sub-categoria - 02067|26
2076|Sub-categoria - 02076|26
2100|Sub-categoria - 02100|26
2133|Sub-categoria - 02133|26
2163|Sub-categoria - 02163|26
2178|Sub-categoria - 02178|26
2235|Sub-categoria - 02235|26
2288|Sub-categoria - 02288|26
2325|Sub-categoria - 02325|26
2326|Sub-categoria - 02326|26
2392|Sub-categoria - 02392|26
2465|Sub-categoria - 02465|26
2509|Sub-categoria - 02509|26
2510|Sub-categoria - 02510|26
2515|Sub-categoria - 02515|26
2516|Sub-categoria - 02516|26
2517|Sub-categoria - 02517|26
2524|Sub-categoria - 02524|26
2526|Sub-categoria - 02526|26
2527|Sub-categoria - 02527|26
2529|Sub-categoria - 02529|26
2531|Sub-categoria - 02531|26
2532|Sub-categoria - 02532|26
2533|Sub-categoria - 02533|26
2535|Sub-categoria - 02535|26
2536|Sub-categoria - 02536|26
2537|Sub-categoria - 02537|26
2538|Sub-categoria - 02538|26
2539|Sub-categoria - 02539|26
2540|Sub-categoria - 02540|26
2541|Sub-categoria - 02541|26
2542|Sub-categoria - 02542|26
2543|Sub-categoria - 02543|26
2544|Sub-categoria - 02544|26
2545|Sub-categoria - 02545|26
2546|Sub-categoria - 02546|26
2547|Sub-categoria - 02547|26
2548|Sub-categoria - 02548|26
2549|Sub-categoria - 02549|26
2550|Sub-categoria - 02550|26
2551|Sub-categoria - 02551|26
2552|Sub-categoria - 02552|26
2553|Sub-categoria - 02553|26
2554|Sub-categoria - 02554|26
2556|Sub-categoria - 02556|26
2557|Sub-categoria - 02557|26
2558|Sub-categoria - 02558|26
2559|Sub-categoria - 02559|26
2560|Sub-categoria - 02560|26
2561|Sub-categoria - 02561|26
2562|Sub-categoria - 02562|26
2564|Sub-categoria - 02564|26
2565|Sub-categoria - 02565|26
2566|Sub-categoria - 02566|26
2567|Sub-categoria - 02567|26
2568|Sub-categoria - 02568|26
2569|Sub-categoria - 02569|26
2570|Sub-categoria - 02570|26
2571|Sub-categoria - 02571|26
2572|Sub-categoria - 02572|26
2573|Sub-categoria - 02573|26
2574|Sub-categoria - 02574|26
2575|Sub-categoria - 02575|26
2576|Sub-categoria - 02576|26
2577|Sub-categoria - 02577|26
2578|Sub-categoria - 02578|26
2579|Sub-categoria - 02579|26
2580|Sub-categoria - 02580|26
2581|Sub-categoria - 02581|26
2582|Sub-categoria - 02582|26
2583|Sub-categoria - 02583|26
2584|Sub-categoria - 02584|26
2585|Sub-categoria - 02585|26
2586|Sub-categoria - 02586|26
2587|Sub-categoria - 02587|26
2588|Sub-categoria - 02588|26
2589|Sub-categoria - 02589|26
2590|Sub-categoria - 02590|26
2591|Sub-categoria - 02591|26
2592|Sub-categoria - 02592|26
2593|Sub-categoria - 02593|26
2594|Sub-categoria - 02594|26
2595|Sub-categoria - 02595|26
2596|Sub-categoria - 02596|26
2597|Sub-categoria - 02597|26
2598|Sub-categoria - 02598|26
2599|Sub-categoria - 02599|26
2600|Sub-categoria - 02600|26
2601|Sub-categoria - 02601|26
2602|Sub-categoria - 02602|26
2605|Sub-categoria - 02605|26
2606|Sub-categoria - 02606|26
2607|Sub-categoria - 02607|26
2609|Sub-categoria - 02609|26
2610|Sub-categoria - 02610|26
2611|Sub-categoria - 02611|26
2612|Sub-categoria - 02612|26
2613|Sub-categoria - 02613|26
2614|Sub-categoria - 02614|26
2615|Sub-categoria - 02615|26
2616|Sub-categoria - 02616|26
2617|Sub-categoria - 02617|26
2618|Sub-categoria - 02618|26
2619|Sub-categoria - 02619|26
2620|Sub-categoria - 02620|26
2621|Sub-categoria - 02621|26
2622|Sub-categoria - 02622|26
2623|Sub-categoria - 02623|26
2624|Sub-categoria - 02624|26
2625|Sub-categoria - 02625|26
2626|Sub-categoria - 02626|26
2627|Sub-categoria - 02627|26
2628|Sub-categoria - 02628|26
2629|Sub-categoria - 02629|26
2630|Sub-categoria - 02630|26
2631|Sub-categoria - 02631|26
2632|Sub-categoria - 02632|26
2633|Sub-categoria - 02633|26
2634|Sub-categoria - 02634|26
2635|Sub-categoria - 02635|26
2636|Sub-categoria - 02636|26
2637|Sub-categoria - 02637|26
2638|Sub-categoria - 02638|26
2639|Sub-categoria - 02639|26
2640|Sub-categoria - 02640|26
2642|Sub-categoria - 02642|26
2644|Sub-categoria - 02644|26
2645|Sub-categoria - 02645|26
2646|Sub-categoria - 02646|26
2648|Sub-categoria - 02648|26
2651|Sub-categoria - 02651|26
2653|Sub-categoria - 02653|26
2654|Sub-categoria - 02654|26
2655|Sub-categoria - 02655|26
2658|Sub-categoria - 02658|26
2659|Sub-categoria - 02659|26
2660|Sub-categoria - 02660|26
2663|Sub-categoria - 02663|26
2665|Sub-categoria - 02665|26
2666|Sub-categoria - 02666|26
2667|Sub-categoria - 02667|26
2668|Sub-categoria - 02668|26
2669|Sub-categoria - 02669|26
2670|Sub-categoria - 02670|26
2671|Sub-categoria - 02671|26
2672|Sub-categoria - 02672|26
2673|Sub-categoria - 02673|26
2674|Sub-categoria - 02674|26
2675|Sub-categoria - 02675|26
2676|Sub-categoria - 02676|26
2677|Sub-categoria - 02677|26
2678|Sub-categoria - 02678|26
2679|Sub-categoria - 02679|26
2680|Sub-categoria - 02680|26
2681|Sub-categoria - 02681|26
2682|Sub-categoria - 02682|26
2683|Sub-categoria - 02683|26
2684|Sub-categoria - 02684|26
2686|Sub-categoria - 02686|26
2687|Sub-categoria - 02687|26
2688|Sub-categoria - 02688|26
2690|Sub-categoria - 02690|26
2691|Sub-categoria - 02691|26
2692|Sub-categoria - 02692|26
2693|Sub-categoria - 02693|26
2695|Sub-categoria - 02695|26
2696|Sub-categoria - 02696|26
2697|Sub-categoria - 02697|26
2698|Sub-categoria - 02698|26
2699|Sub-categoria - 02699|26
2700|Sub-categoria - 02700|26
2701|Sub-categoria - 02701|26
2702|Sub-categoria - 02702|26
2703|Sub-categoria - 02703|26
2704|Sub-categoria - 02704|26
2705|Sub-categoria - 02705|26
2706|Sub-categoria - 02706|26
2707|Sub-categoria - 02707|26
2708|Sub-categoria - 02708|26
2709|Sub-categoria - 02709|26
2710|Sub-categoria - 02710|26
2711|Sub-categoria - 02711|26
2712|Sub-categoria - 02712|26
2714|Sub-categoria - 02714|26
2715|Sub-categoria - 02715|26
2716|Sub-categoria - 02716|26
2717|Sub-categoria - 02717|26
2718|Sub-categoria - 02718|26
2719|Sub-categoria - 02719|26
2720|Sub-categoria - 02720|26
2721|Sub-categoria - 02721|26
2722|Sub-categoria - 02722|26
2723|Sub-categoria - 02723|26
2724|Sub-categoria - 02724|26
2725|Sub-categoria - 02725|26
2726|Sub-categoria - 02726|26
2727|Sub-categoria - 02727|26
2728|Sub-categoria - 02728|26
2730|Sub-categoria - 02730|26
2731|Sub-categoria - 02731|26
2733|Sub-categoria - 02733|26
2734|Sub-categoria - 02734|26
2735|Sub-categoria - 02735|26
2736|Sub-categoria - 02736|26
2737|Sub-categoria - 02737|26
2738|Sub-categoria - 02738|26
2739|Sub-categoria - 02739|26
2742|Sub-categoria - 02742|26
2743|Sub-categoria - 02743|26
2744|Sub-categoria - 02744|26
2745|Sub-categoria - 02745|26
2746|Sub-categoria - 02746|26
2747|Sub-categoria - 02747|26
2748|Sub-categoria - 02748|26
2750|Sub-categoria - 02750|26
2751|Sub-categoria - 02751|26
2752|Sub-categoria - 02752|26
2753|Sub-categoria - 02753|26
2754|Sub-categoria - 02754|26
2755|Sub-categoria - 02755|26
2756|Sub-categoria - 02756|26
2757|Sub-categoria - 02757|26
2765|Sub-categoria - 02765|26
2769|Sub-categoria - 02769|26
2770|Sub-categoria - 02770|26
2774|Sub-categoria - 02774|26
2776|Sub-categoria - 02776|26
2778|Sub-categoria - 02778|26
2779|Sub-categoria - 02779|26
2780|Sub-categoria - 02780|26
2781|Sub-categoria - 02781|26
2782|Sub-categoria - 02782|26
2783|Sub-categoria - 02783|26
2784|Sub-categoria - 02784|26
2785|Sub-categoria - 02785|26
2786|Sub-categoria - 02786|26
2787|Sub-categoria - 02787|26
2789|Sub-categoria - 02789|26
2790|Sub-categoria - 02790|26
2806|Sub-categoria - 02806|26
2807|Sub-categoria - 02807|26
2808|Sub-categoria - 02808|26
2809|Sub-categoria - 02809|26
2810|Sub-categoria - 02810|26
2811|Sub-categoria - 02811|26
2812|Sub-categoria - 02812|26
2814|Sub-categoria - 02814|26
2815|Sub-categoria - 02815|26
2816|Sub-categoria - 02816|26
2817|Sub-categoria - 02817|26
2819|Sub-categoria - 02819|26
2820|Sub-categoria - 02820|26
2821|Sub-categoria - 02821|26
2822|Sub-categoria - 02822|26
2823|Sub-categoria - 02823|26
2824|Sub-categoria - 02824|26
2825|Sub-categoria - 02825|26
2826|Sub-categoria - 02826|26
2827|Sub-categoria - 02827|26
2828|Sub-categoria - 02828|26
2829|Sub-categoria - 02829|26
2830|Sub-categoria - 02830|26
2831|Sub-categoria - 02831|26
2910|Sub-categoria - 02910|26
2925|Sub-categoria - 02925|26
2992|Sub-categoria - 02992|26
3020|Sub-categoria - 03020|26
3044|Sub-categoria - 03044|26
3056|Sub-categoria - 03056|26
3057|Sub-categoria - 03057|26
3058|Sub-categoria - 03058|26
3063|Sub-categoria - 03063|26
3128|Sub-categoria - 03128|26
3211|Sub-categoria - 03211|26
3221|Sub-categoria - 03221|26
8|Sub-categoria - 00008|27
128|Sub-categoria - 00128|27
212|Sub-categoria - 00212|27
234|Sub-categoria - 00234|27
240|Sub-categoria - 00240|27
253|Sub-categoria - 00253|27
258|Sub-categoria - 00258|27
274|Sub-categoria - 00274|27
275|Sub-categoria - 00275|27
281|Sub-categoria - 00281|27
522|Sub-categoria - 00522|27
536|Sub-categoria - 00536|27
544|Sub-categoria - 00544|27
554|Sub-categoria - 00554|27
562|Sub-categoria - 00562|27
570|Sub-categoria - 00570|27
571|Sub-categoria - 00571|27
587|Sub-categoria - 00587|27
597|Sub-categoria - 00597|27
613|Sub-categoria - 00613|27
619|Sub-categoria - 00619|27
630|Sub-categoria - 00630|27
639|Sub-categoria - 00639|27
673|Sub-categoria - 00673|27
681|Sub-categoria - 00681|27
683|Sub-categoria - 00683|27
701|Sub-categoria - 00701|27
720|Sub-categoria - 00720|27
726|Sub-categoria - 00726|27
727|Sub-categoria - 00727|27
745|Sub-categoria - 00745|27
753|Sub-categoria - 00753|27
759|Sub-categoria - 00759|27
763|Sub-categoria - 00763|27
787|Sub-categoria - 00787|27
799|Sub-categoria - 00799|27
807|Sub-categoria - 00807|27
808|Sub-categoria - 00808|27
810|Sub-categoria - 00810|27
834|Sub-categoria - 00834|27
862|Sub-categoria - 00862|27
871|Sub-categoria - 00871|27
882|Sub-categoria - 00882|27
885|Sub-categoria - 00885|27
905|Sub-categoria - 00905|27
907|Sub-categoria - 00907|27
941|Sub-categoria - 00941|27
942|Sub-categoria - 00942|27
945|Sub-categoria - 00945|27
965|Sub-categoria - 00965|27
1004|Sub-categoria - 01004|27
1007|Sub-categoria - 01007|27
1016|Sub-categoria - 01016|27
1040|Sub-categoria - 01040|27
1047|Sub-categoria - 01047|27
1048|Sub-categoria - 01048|27
1049|Sub-categoria - 01049|27
1056|Sub-categoria - 01056|27
1085|Sub-categoria - 01085|27
1089|Sub-categoria - 01089|27
1090|Sub-categoria - 01090|27
1106|Sub-categoria - 01106|27
1124|Sub-categoria - 01124|27
1152|Sub-categoria - 01152|27
1155|Sub-categoria - 01155|27
1157|Sub-categoria - 01157|27
1161|Sub-categoria - 01161|27
1182|Sub-categoria - 01182|27
1188|Sub-categoria - 01188|27
1190|Sub-categoria - 01190|27
1197|Sub-categoria - 01197|27
1210|Sub-categoria - 01210|27
1217|Sub-categoria - 01217|27
1241|Sub-categoria - 01241|27
1246|Sub-categoria - 01246|27
1248|Sub-categoria - 01248|27
1254|Sub-categoria - 01254|27
1274|Sub-categoria - 01274|27
1279|Sub-categoria - 01279|27
1283|Sub-categoria - 01283|27
1284|Sub-categoria - 01284|27
1287|Sub-categoria - 01287|27
1289|Sub-categoria - 01289|27
1294|Sub-categoria - 01294|27
1299|Sub-categoria - 01299|27
1315|Sub-categoria - 01315|27
1322|Sub-categoria - 01322|27
1327|Sub-categoria - 01327|27
1333|Sub-categoria - 01333|27
1361|Sub-categoria - 01361|27
1364|Sub-categoria - 01364|27
1367|Sub-categoria - 01367|27
1376|Sub-categoria - 01376|27
1377|Sub-categoria - 01377|27
1379|Sub-categoria - 01379|27
1389|Sub-categoria - 01389|27
1393|Sub-categoria - 01393|27
1476|Sub-categoria - 01476|27
1485|Sub-categoria - 01485|27
1487|Sub-categoria - 01487|27
1507|Sub-categoria - 01507|27
1511|Sub-categoria - 01511|27
1519|Sub-categoria - 01519|27
1536|Sub-categoria - 01536|27
1544|Sub-categoria - 01544|27
1545|Sub-categoria - 01545|27
1560|Sub-categoria - 01560|27
1582|Sub-categoria - 01582|27
1584|Sub-categoria - 01584|27
1588|Sub-categoria - 01588|27
1593|Sub-categoria - 01593|27
1596|Sub-categoria - 01596|27
1608|Sub-categoria - 01608|27
1623|Sub-categoria - 01623|27
1626|Sub-categoria - 01626|27
1633|Sub-categoria - 01633|27
1639|Sub-categoria - 01639|27
1650|Sub-categoria - 01650|27
1664|Sub-categoria - 01664|27
1749|Sub-categoria - 01749|27
1756|Sub-categoria - 01756|27
1774|Sub-categoria - 01774|27
2220|Sub-categoria - 02220|27
2282|Sub-categoria - 02282|27
2321|Sub-categoria - 02321|27
2322|Sub-categoria - 02322|27
2420|Sub-categoria - 02420|27
2449|Sub-categoria - 02449|27
2452|Sub-categoria - 02452|27
2454|Sub-categoria - 02454|27
2455|Sub-categoria - 02455|27
2456|Sub-categoria - 02456|27
2467|Sub-categoria - 02467|27
2485|Sub-categoria - 02485|27
2491|Sub-categoria - 02491|27
2772|Sub-categoria - 02772|27
2835|Sub-categoria - 02835|27
2842|Sub-categoria - 02842|27
2850|Sub-categoria - 02850|27
2853|Sub-categoria - 02853|27
2858|Sub-categoria - 02858|27
2860|Sub-categoria - 02860|27
2872|Sub-categoria - 02872|27
2874|Sub-categoria - 02874|27
2877|Sub-categoria - 02877|27
2887|Sub-categoria - 02887|27
2889|Sub-categoria - 02889|27
2892|Sub-categoria - 02892|27
2909|Sub-categoria - 02909|27
2991|Sub-categoria - 02991|27
2995|Sub-categoria - 02995|27
3064|Sub-categoria - 03064|27
3086|Sub-categoria - 03086|27
3129|Sub-categoria - 03129|27
3273|Sub-categoria - 03273|27
3406|Sub-categoria - 03406|27
3422|Sub-categoria - 03422|27
